"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000012887","IMBRO/A","2023-01-09T10:34:57+01:00","2003-11-24T11:00:00+01:00","onbekend","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Zuurgraad","1398","pH","7.6","1","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","154.1","mS/m","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"nikkel","1267","Ni","2003-11-24","10.0","ug/l",,,"<","goedgekeurd"
"lood","1116","Pb","2003-11-24","10.0","ug/l",,,"<","goedgekeurd"
"barium","333","Ba","2003-11-24","15.0","ug/l",,,"<","goedgekeurd"
"chroom","517","Cr","2003-11-24","1.0","ug/l",,,"<","goedgekeurd"
"chloride","508","Cl","2003-11-24","210.0","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","2003-11-24","180.0","mg/l",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","2003-11-24","490.0","mg/l",,,,"goedgekeurd"
"ijzer","879","Fe","2003-11-24","2200.0","ug/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","2003-11-24","2.0","mg/l",,,"<","goedgekeurd"
"kalium","920","K","2003-11-24","3.5","mg/l",,,,"goedgekeurd"
"koper","971","Cu","2003-11-24","5.0","ug/l",,,"<","goedgekeurd"
"mangaan","1128","Mn","2003-11-24","74.0","ug/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","2003-11-24","0.51","mg/l",,,,"goedgekeurd"
"ammonium","289","NH4","2003-11-24","0.64","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","2003-11-24","0.04","mg/l",,,"<","goedgekeurd"
"cadmium","441","Cd","2003-11-24","0.4","ug/l",,,"<","goedgekeurd"
"magnesium","1125","Mg","2003-11-24","33.0","mg/l",,,,"goedgekeurd"
"zink","1693","Zn","2003-11-24","20.0","ug/l",,,"<","goedgekeurd"
"calcium","447","Ca","2003-11-24","73.0","mg/l",,,,"goedgekeurd"
"aluminium","284","Al","2003-11-24","50.0","ug/l",,,"<","goedgekeurd"
,,,,,,,,,
