"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000005323","IMBRO/A","2022-12-02T21:25:35+01:00","1994-11-15T11:00:00+01:00","onbekend","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"waterstofcarbonaat","374","HCO3","225.0","mg/l","onbeslist",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"chloride","508","Cl","1994-11-15","16.0","mg/l",,,,"onbeslist"
"koolstof organisch","1318","Corg","1994-11-15","4.2","mg/l",,,,"goedgekeurd"
"fosfaat","1334","PO4","1994-11-15","0.04","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","1994-11-15","0.01","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1994-11-15","3.8","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1994-11-15","0.01","mg/l",,,"<","onbeslist"
"natrium","1262","Na","1994-11-15","10.0","mg/l",,,,"goedgekeurd"
"ijzer","879","Fe","1994-11-15","2200.0","ug/l",,,,"goedgekeurd"
"calcium","447","Ca","1994-11-15","69.0","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1994-11-15","50.0","mg/l",,,,"goedgekeurd"
"nitriet","1273","NO2","1994-11-15","0.01","mg/l",,,"<","goedgekeurd"
"kalium","920","K","1994-11-15","1.2","mg/l",,,,"goedgekeurd"
"ammonium","289","NH4","1994-11-15","1.16","mg/l",,,,"goedgekeurd"
,,,,,,,,,
