"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000004212","IMBRO/A","2022-12-02T19:23:19+01:00","1965-11-18T11:00:00+01:00","onbekend","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"waterstofcarbonaat","374","HCO3","179.0","mg/l","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"magnesium","1125","Mg","1965-11-18","8.8","mg/l",,,,"onbeslist"
"sulfaat","1508","SO4","1965-11-18","22.2","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","1965-11-18","103.0","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","1965-11-18","174.0","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1965-11-18","57.0","mg/l",,,,"goedgekeurd"
,,,,,,,,,
