"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000000898","IMBRO/A","2022-11-25T12:18:08+01:00","2004-01-01T11:00:00+01:00","onbekend","4",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Temperatuur","1522","T","10.6","Cel","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"ammonium","289","NH4","2004-01-01","0.52","mg/l",,,,"goedgekeurd"
"Zuurgraad","1398","pH","2004-01-01","6.37","1",,,,"goedgekeurd"
"aluminium","284","Al","2004-01-01","17.97","ug/l",,,,"goedgekeurd"
"calcium","447","Ca","2004-01-01","33.47","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","2004-01-01","23.21","mg/l",,,,"goedgekeurd"
"ijzer","879","Fe","2004-01-01","13030.0","ug/l",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","2004-01-01","81.82","mg/l",,,,"goedgekeurd"
"kalium","920","K","2004-01-01","3.65","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","2004-01-01","15.04","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","2004-01-01","0.0022","mg/l",,,"<","goedgekeurd"
"fosfor totaal","4188","Ptot","2004-01-01","0.13","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","2004-01-01","62.93","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","2004-01-01","2.53","mg/l",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","2004-01-01","33.4","mS/m",,,,"goedgekeurd"
,,,,,,,,,
