"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000005386","IMBRO/A","2022-12-02T21:30:50+01:00","1991-07-30T12:00:00+02:00","onbekend","4",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"waterstofcarbonaat","374","HCO3","767.0","mg/l","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"fosfaat","1334","PO4","1991-07-30","0.05","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1991-07-30","245.0","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1991-07-30","0.09","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","1991-07-30","175.0","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","1991-07-30","0.5","mg/l",,,,"goedgekeurd"
"nitriet","1273","NO2","1991-07-30","0.006","mg/l",,,"<","goedgekeurd"
"koolstof organisch","1318","Corg","1991-07-30","13.0","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1991-07-30","83.0","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","1991-07-30","4086.0","mg/l",,,,"goedgekeurd"
"ammonium","289","NH4","1991-07-30","4.82","mg/l",,,,"goedgekeurd"
"kalium","920","K","1991-07-30","52.0","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1991-07-30","2224.0","mg/l",,,,"goedgekeurd"
"ijzer","879","Fe","1991-07-30","9450.0","ug/l",,,,"goedgekeurd"
,,,,,,,,,
