"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000004728","IMBRO/A","2022-12-02T20:42:15+01:00","1958-10-06T11:00:00+01:00","onbekend","5",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"natrium","1262","Na","1958-10-06","1700.0","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","1958-10-06","138.4","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1958-10-06","108.2","mg/l",,,,"goedgekeurd"
"ammonium","289","NH4","1958-10-06","9.8","mg/l",,,,"goedgekeurd"
"ijzer","879","Fe","1958-10-06","2300.0","ug/l",,,,"goedgekeurd"
,,,,,,,,,
