"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000004724","IMBRO/A","2022-12-02T20:41:48+01:00","1958-09-11T11:00:00+01:00","onbekend","2",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"ijzer","879","Fe","1958-09-11","16200.0","ug/l",,,,"goedgekeurd"
"natrium","1262","Na","1958-09-11","350.0","mg/l",,,,"onbeslist"
"calcium","447","Ca","1958-09-11","200.9","mg/l",,,,"onbeslist"
"magnesium","1125","Mg","1958-09-11","32.6","mg/l",,,,"onbeslist"
"ammonium","289","NH4","1958-09-11","6.61","mg/l",,,,"goedgekeurd"
,,,,,,,,,
