"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000005163","IMBRO/A","2022-12-02T21:13:25+01:00","1958-10-06T11:00:00+01:00","onbekend","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"natrium","1262","Na","1958-10-06","460.0","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","1958-10-06","172.5","mg/l",,,,"goedgekeurd"
"ijzer","879","Fe","1958-10-06","53500.0","ug/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1958-10-06","48.3","mg/l",,,,"goedgekeurd"
"ammonium","289","NH4","1958-10-06","10.5","mg/l",,,,"goedgekeurd"
,,,,,,,,,
