"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000061688","IMBRO/A","2025-04-11T03:44:18+02:00","1995-01-01T11:00:00+01:00","onbekend","2",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Zuurgraad","1398","pH","8.22","1","goedgekeurd",,,,
"zuurstof","1701","O2","2.0","mg/l","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","163.8","mS/m","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"nitraat","1270","NO3","1995-01-01","1.66","mg/l","1.66","mg/l",,"goedgekeurd"
"nitriet","1273","NO2","1995-01-01","0.17","mg/l","0.17","mg/l",,"goedgekeurd"
"ammonium","289","NH4","1995-01-01","2.67","mg/l","2.67","mg/l",,"goedgekeurd"
"fosfor totaal","4188","Ptot","1995-01-01","7.35","mg/l","7.35","mg/l",,"goedgekeurd"
"sulfaat","1508","SO4","1995-01-01","54.3","mg/l","54.3","mg/l",,"goedgekeurd"
"chloride","508","Cl","1995-01-01","37.5","mg/l","37.5","mg/l",,"goedgekeurd"
"natrium","1262","Na","1995-01-01","392.75","mg/l","392.75","mg/l",,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","1995-01-01","997.96","mg/l","997.96","mg/l",,"goedgekeurd"
"ijzer","879","Fe","1995-01-01","210.0","ug/l","210.0","ug/l",,"goedgekeurd"
"magnesium","1125","Mg","1995-01-01","8.2","mg/l","8.2","mg/l",,"goedgekeurd"
"mangaan","1128","Mn","1995-01-01","50.0","ug/l","50.0","ug/l",,"goedgekeurd"
"calcium","447","Ca","1995-01-01","9.2","mg/l","9.2","mg/l",,"goedgekeurd"
"kalium","920","K","1995-01-01","15.97","mg/l","15.97","mg/l",,"goedgekeurd"
,,,,,,,,,
