"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000005269","IMBRO/A","2022-12-02T21:21:34+01:00","1962-12-13T11:00:00+01:00","onbekend","2",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"waterstofcarbonaat","374","HCO3","199.0","mg/l","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"chloride","508","Cl","1962-12-13","225.0","mg/l",,,,"goedgekeurd"
"ammonium","289","NH4","1962-12-13","1.47","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1962-12-13","13.0","mg/l",,,,"onbeslist"
"nitraat","1270","NO3","1962-12-13","0.0045","mg/l",,,"<","goedgekeurd"
,,,,,,,,,
