"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000060655","IMBRO/A","2025-04-11T02:10:46+02:00","1991-11-04T11:00:00+01:00","onbekend","4",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"kwik","1097","Hg","1991-11-04","0.05","ug/l",,,"<","goedgekeurd"
"fosfaat","1334","PO4","1991-11-04","2.14","mg/l",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","1991-11-04","290.0","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","1991-11-04","22.41","mg/l",,,,"onbeslist"
"natrium","1262","Na","1991-11-04","17.0","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1991-11-04","25.0","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","1991-11-04","43.0","mg/l",,,,"goedgekeurd"
"ammonium","289","NH4","1991-11-04","1.01","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1991-11-04","100.0","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","1991-11-04","1600.0","ug/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1991-11-04","4.6","mg/l",,,,"goedgekeurd"
"kalium","920","K","1991-11-04","67.0","mg/l",,,,"goedgekeurd"
"Zuurgraad","1398","pH","1991-11-04","7.0","1",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","1991-11-04","51.0","mS/m",,,,"goedgekeurd"
"nitraat","1270","NO3","1991-11-04","5.31","mg/l",,,"<","goedgekeurd"
"calcium","447","Ca","1991-11-04","70.0","mg/l",,,,"goedgekeurd"
,,,,,,,,,
