"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000050902","IMBRO/A","2025-03-18T11:14:48+01:00","2019-07-10T12:00:00+02:00","onbekend","3",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Temperatuur","1522","T","14.0","Cel","goedgekeurd",,,,
"Zuurgraad","1398","pH","6.97","1","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","83.4","mS/m","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"lithium","1115","Li","2019-07-10","50.0","ug/l","50.0","ug/l","<","goedgekeurd"
"pentachloorfenol","1390","PeClFol","2019-07-10","0.02","ug/l","0.02","ug/l","<","goedgekeurd"
"fosfaat","1334","PO4","2019-07-10","0.07","mg/l","0.07","mg/l",,"goedgekeurd"
"pentachloorbenzeen","1387","PeClBen","2019-07-10","0.007","ug/l","0.007","ug/l","<","goedgekeurd"
"oxamyl","1343","Oaml","2019-07-10","0.03","ug/l","0.03","ug/l","<","goedgekeurd"
"tin","1564","Sn","2019-07-10","50.0","ug/l","50.0","ug/l","<","goedgekeurd"
"thiometon","1561","tomtn","2019-07-10","0.01","ug/l","0.01","ug/l","<","goedgekeurd"
"terbutylazine","1525","terC4yazne","2019-07-10","0.01","ug/l","0.01","ug/l","<","onbeslist"
"thallium","1553","Tl","2019-07-10","50.0","ug/l","50.0","ug/l","<","goedgekeurd"
"nitraat","1270","NO3","2019-07-10","5.0","mg/l","5.0","mg/l",,"goedgekeurd"
"nikkel","1267","Ni","2019-07-10","1.0","ug/l","1.0","ug/l","<","goedgekeurd"
"ametryn","285","amtn","2019-07-10","0.03","ug/l","0.03","ug/l","<","goedgekeurd"
"aluminium","284","Al","2019-07-10","10.0","ug/l","10.0","ug/l","<","goedgekeurd"
"antimoon","301","Sb","2019-07-10","50.0","ug/l","50.0","ug/l","<","goedgekeurd"
"aminomethylfosfonzuur","292","AMPA","2019-07-10","0.01","ug/l","0.01","ug/l","<","goedgekeurd"
