"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000013786","IMBRO/A","2023-01-09T12:09:29+01:00","2007-07-11T12:00:00+02:00","onbekend","3",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Geleidendheid","3548","GELDHD","86.8","mS/m","goedgekeurd",,,,
"Zuurgraad","1398","pH","7.02","1","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"vanadium","1642","V","2007-07-11","0.5","ug/l",,,"<","goedgekeurd"
"fosfaat","1334","PO4","2007-07-11","0.33","mg/l",,,"<","goedgekeurd"
"lood","1116","Pb","2007-07-11","5.0","ug/l",,,"<","goedgekeurd"
"cadmium","441","Cd","2007-07-11","0.4","ug/l",,,"<","goedgekeurd"
"bromide","391","Br","2007-07-11","0.25","mg/l",,,"<","goedgekeurd"
"barium","333","Ba","2007-07-11","43.0","ug/l",,,,"goedgekeurd"
"arseen","310","As","2007-07-11","5.0","ug/l",,,"<","goedgekeurd"
"mangaan","1128","Mn","2007-07-11","1.0","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","2007-07-11","41.0","ug/l",,,,"goedgekeurd"
"aluminium","284","Al","2007-07-11","11.4","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","2007-07-11","0.02","mg/l",,,"<","goedgekeurd"
"magnesium","1125","Mg","2007-07-11","18.3","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","2007-07-11","143.0","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","2007-07-11","0.79","ug/l",,,,"goedgekeurd"
"natrium","1262","Na","2007-07-11","17.4","mg/l",,,,"goedgekeurd"
"koper","971","Cu","2007-07-11","0.5","ug/l",,,"<","goedgekeurd"
"fosfor totaal","4188","Ptot","2007-07-11","0.02","mg/l",,,"<","goedgekeurd"
"fluoride","1853","F","2007-07-11","0.23","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","2007-07-11","82.0","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","2007-07-11","8.0","mg/l",,,,"goedgekeurd"
"nitriet","1273","NO2","2007-07-11","0.2","mg/l",,,,"onbeslist"
"chloride","508","Cl","2007-07-11","36.0","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","2007-07-11","0.86","mg/l",,,,"goedgekeurd"
"kalium","920","K","2007-07-11","1.64","mg/l",,,,"goedgekeurd"
"chloorfenvinfos","487","Clfvfs","2007-07-11","0.02","ug/l",,,"<","goedgekeurd"
"glyfosaat","840","glyfst","2007-07-11","0.3","ug/l",,,"<","goedgekeurd"
"glufosinaat-ammonium","3878","glufsntNH4","2007-07-11","0.3","ug/l",,,"<","goedgekeurd"
"diuron","683","Durn","2007-07-11","0.02","ug/l",,,"<","goedgekeurd"
"diflubenzuron","648","Dfbzrn","2007-07-11","0.03","ug/l",,,"<","goedgekeurd"
"diethyltoluamide","2308","DEET","2007-07-11","0.01","ug/l",,,,"goedgekeurd"
"2,4-dichloorfenoxypropionzuur","140","24DP","2007-07-11","0.02","ug/l",,,"<","goedgekeurd"
"dichlofluanide","605","Dcfande","2007-07-11","0.02","ug/l",,,"<","goedgekeurd"
"dichlobenil","603","Dcbnl","2007-07-11","0.03","ug/l",,,"<","goedgekeurd"
"cycloxydim","2462","cycxdm","2007-07-11","0.05","ug/l",,,"<","goedgekeurd"
"kobalt","527","Co","2007-07-11","0.6","ug/l",,,,"goedgekeurd"
"ethylchloorpyrifos","494","C2yClprfs","2007-07-11","0.02","ug/l",,,"<","goedgekeurd"
"carbofuran","462","carbfrn","2007-07-11","0.02","ug/l",,,"<","goedgekeurd"
"bentazon","340","bentzn","2007-07-11","0.02","ug/l",,,"<","goedgekeurd"
"atrazine","325","atzne","2007-07-11","0.01","ug/l",,,"<","goedgekeurd"
"antrachinon","300","antcnn","2007-07-11","0.02","ug/l",,,"<","goedgekeurd"
"aminomethylfosfonzuur","292","AMPA","2007-07-11","0.3","ug/l",,,"<","goedgekeurd"
"aclonifen","3127","acnfn","2007-07-11","0.05","ug/l",,,"<","goedgekeurd"
"2,6-dichloorbenzamide","135","26DClBenAd","2007-07-11","0.19","ug/l",,,,"goedgekeurd"
"zink","1693","Zn","2007-07-11","10.0","ug/l",,,,"goedgekeurd"
"strontium","1501","Sr","2007-07-11","304.0","ug/l",,,,"goedgekeurd"
"nikkel","1267","Ni","2007-07-11","2.5","ug/l",,,,"goedgekeurd"
"lithium","1115","Li","2007-07-11","5.2","ug/l",,,,"goedgekeurd"
"chloridazon","507","Clidzn","2007-07-11","0.02","ug/l",,,"<","goedgekeurd"
"mecoprop","73","MCPP","2007-07-11","0.05","ug/l",,,"<","goedgekeurd"
"kresoxim-methyl","4063","kresOxmC1y","2007-07-11","0.02","ug/l",,,"<","goedgekeurd"
"hexythiazox","3935","hextazx","2007-07-11","0.02","ug/l",,,"<","goedgekeurd"
