"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000005136","IMBRO/A","2022-12-02T21:11:23+01:00","1937-02-18T10:00:00Z","onbekend","2",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Geleidendheid","3548","GELDHD","2860.0","mS/m","goedgekeurd",,,,
"waterstofcarbonaat","374","HCO3","492.0","mg/l","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"chloride","508","Cl","1937-02-18","844.0","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1937-02-18","464.0","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","1937-02-18","199.0","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1937-02-18","20.1","mg/l",,,,"goedgekeurd"
,,,,,,,,,
