"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000013833","IMBRO/A","2023-01-09T12:11:38+01:00","2016-06-29T12:00:00+02:00","onbekend","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Zuurgraad","1398","pH","7.6","1","onbeslist",,,,
"Geleidendheid","3548","GELDHD","133.7","mS/m","goedgekeurd",,,,
"Troebelheid","2031","TROEBHD","3.7","[NTU]","goedgekeurd",,,,
"zuurstof","1701","O2","4.05","mg/l","goedgekeurd",,,,
"Temperatuur","1522","T","16.3","Cel","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"ketoprofen","2472","ketpfn","2016-06-29","1.0","ug/l",,,"<","goedgekeurd"
"mandipropamide","4117","mandppAd","2016-06-29","0.03","ug/l",,,"<","goedgekeurd"
"methyl-tertiair-butylether","1163","C1yttC4yEtr","2016-06-29","0.2","ug/l",,,"<","goedgekeurd"
"metolachloor","1185","metlCl","2016-06-29","0.01","ug/l",,,"<","goedgekeurd"
"prosulfocarb","2361","prosfcb","2016-06-29","0.03","ug/l",,,"<","goedgekeurd"
"metoprolol","2485","metpll","2016-06-29","0.01","ug/l",,,"<","goedgekeurd"
"metoxuron","1187","metxrn","2016-06-29","0.02","ug/l",,,"<","goedgekeurd"
"metribuzin","1188","metbzn","2016-06-29","0.02","ug/l",,,"<","goedgekeurd"
"naproxen","2474","napxn","2016-06-29","0.02","ug/l",,,"<","goedgekeurd"
"methyl-metsulfuron","2453","C1ymsfrn","2016-06-29","0.03","ug/l",,,"<","goedgekeurd"
"joxitalaminezuur","4047","joxtlmnzr","2016-06-29","0.01","ug/l",,,"<","goedgekeurd"
"mevinfos","1191","mevfs","2016-06-29","0.01","ug/l",,,"<","goedgekeurd"
"kresoxim-methyl","4063","kresOxmC1y","2016-06-29","0.03","ug/l",,,"<","goedgekeurd"
"lenacil","1898","lencl","2016-06-29","0.01","ug/l",,,"<","goedgekeurd"
"monolinuron","1253","Mlnrn","2016-06-29","0.02","ug/l",,,"<","goedgekeurd"
"monuron","1254","monrn","2016-06-29","0.02","ug/l",,,"<","goedgekeurd"
"nafcilline","2473","nafclne","2016-06-29","1.0","ug/l",,,"<","goedgekeurd"
"naftaleen","1259","Naf","2016-06-29","0.02","ug/l",,,"<","goedgekeurd"
"metronidazol","4160","metndzl","2016-06-29","1.0","ug/l",,,"<","goedgekeurd"
"metamitron","1151","mmtn","2016-06-29","0.03","ug/l",,,"<","goedgekeurd"
"lincomycine","2484","lincmcne","2016-06-29","1.0","ug/l",,,"<","goedgekeurd"
"lidocaïne","4093","lidcine","2016-06-29","0.01","ug/l",,,"<","goedgekeurd"
"mebendazol","4133","mebdzl","2016-06-29","1.0","ug/l",,,"<","goedgekeurd"
"mecoprop","73","MCPP","2016-06-29","0.01","ug/l",,,"<","goedgekeurd"
"levetiracetam","4088","levtrctm","2016-06-29","1.0","ug/l",,,"<","goedgekeurd"
"mefenpyr-diethyl","4143","mefpDC2y","2016-06-29","0.05","ug/l",,,"<","goedgekeurd"
"jopromide","4042","jopmde","2016-06-29","0.01","ug/l",,,"<","goedgekeurd"
"methylmethacrylaat","1177","C1ymtclt","2016-06-29","1.0","ug/l",,,"<","goedgekeurd"
"metalaxyl","1149","mlxl","2016-06-29","0.01","ug/l",,,"<","goedgekeurd"
"linuron","1114","linrn","2016-06-29","0.02","ug/l",,,"<","goedgekeurd"
"metazachloor","1152","mzCl","2016-06-29","0.01","ug/l",,,"<","goedgekeurd"
"metformine","4157","metfmne","2016-06-29","0.5","ug/l",,,"<","goedgekeurd"
"metabenzthiazuron","1148","metbtazrn","2016-06-29","0.02","ug/l",,,"<","goedgekeurd"
"methidathion","1155","metdton","2016-06-29","0.01","ug/l",,,"<","goedgekeurd"
"methiocarb","2307","metocb","2016-06-29","0.01","ug/l",,,"<","goedgekeurd"
"methoxychloor","1159","C1oxCl","2016-06-29","0.01","ug/l",,,"<","goedgekeurd"
"jotalaminezuur","4045","jotlmnzr","2016-06-29","0.01","ug/l",,,"<","goedgekeurd"
"methoxyfenozide","3318","C1oxfnzde","2016-06-29","0.02","ug/l",,,"<","goedgekeurd"
"metaflumizon","5254","mfmzn","2016-06-29","0.02","ug/l",,,"<","goedgekeurd"
"pyreen","1445","Pyr","2016-06-29","0.01","ug/l",,,"<","goedgekeurd"
"prometryne","1421","promtne","2016-06-29","0.02","ug/l",,,"<","goedgekeurd"
"propamocarb","1424","propmcb","2016-06-29","0.03","ug/l",,,"<","goedgekeurd"
"propoxur","1432","propxr","2016-06-29","0.03","ug/l",,,"<","goedgekeurd"
"propranolol","2491","propnll","2016-06-29","1.0","ug/l",,,"<","goedgekeurd"
"propyzamide","1438","propAd","2016-06-29","0.03","ug/l",,,"<","goedgekeurd"
"prosulfuron","4507","prosfrn","2016-06-29","0.03","ug/l",,,"<","goedgekeurd"
"prothioconazol-desthio","5252","protocnzdto","2016-06-29","0.03","ug/l",,,"<","goedgekeurd"
"pymetrozine","4521","pymtzne","2016-06-29","0.05","ug/l",,,"<","goedgekeurd"
"propiconazol (som cis- en trans-)","1429","propcnzl","2016-06-29","0.03","ug/l",,,"<","goedgekeurd"
"pyrazofos","1444","pyrazfs","2016-06-29","0.02","ug/l",,,"<","goedgekeurd"
"procymidon","1417","procmdn","2016-06-29","0.03","ug/l",,,"<","goedgekeurd"
"pyrimethanil","2303","pyrmtnl","2016-06-29","0.02","ug/l",,,"<","goedgekeurd"
"quetiapine","4539","quetpne","2016-06-29","1.0","ug/l",,,"<","goedgekeurd"
"jopamidol","4043","jopmdl","2016-06-29","0.01","ug/l",,,"<","goedgekeurd"
"dinoterb","672","Dntb","2016-06-29","0.02","ug/l",,,"<","goedgekeurd"
"quinmerac","4543","quinmrc","2016-06-29","0.03","ug/l",,,"<","goedgekeurd"
"pentachloornitrobenzeen (quintozeen)","1455","PeClNO2Ben","2016-06-29","0.01","ug/l",,,"<","goedgekeurd"
"roxitromycine","2492","roxtmcne","2016-06-29","1.0","ug/l",,,"<","goedgekeurd"
"ronidazol","4574","rondzl","2016-06-29","1.0","ug/l",,,"<","goedgekeurd"
"rimsulfuron","4570","rimsfrn","2016-06-29","0.01","ug/l",,,"<","goedgekeurd"
"pyraclostrobin","4524","pyrcsbn","2016-06-29","0.02","ug/l",,,"<","goedgekeurd"
"pentachloorfenol","1390","PeClFol","2016-06-29","0.02","ug/l",,,"<","goedgekeurd"
"oleandomycin","5257","oladmcn","2016-06-29","1.0","ug/l",,,"<","goedgekeurd"
"oxacilline","2498","Oaclne","2016-06-29","1.0","ug/l",,,"<","goedgekeurd"
"oxamyl","1343","Oaml","2016-06-29","0.03","ug/l",,,"<","goedgekeurd"
"oxazepam","4337","oxzpm","2016-06-29","1.0","ug/l",,,"<","goedgekeurd"
"paracetamol","4347","parctml","2016-06-29","0.01","ug/l",,,"<","goedgekeurd"
"paraoxon-ethyl","4351","paroonC2y","2016-06-29","0.03","ug/l",,,"<","goedgekeurd"
"paraoxon-methyl","4350","paroonC1y","2016-06-29","0.03","ug/l",,,"<","goedgekeurd"
"penconazool","2302","pencnzl","2016-06-29","0.03","ug/l",,,"<","goedgekeurd"
"pencycuron","2301","penccrn","2016-06-29","0.03","ug/l",,,"<","goedgekeurd"
"progesteron","2490","progtrn","2016-06-29","1.0","ug/l",,,"<","goedgekeurd"
"pentachloorbenzeen","1387","PeClBen","2016-06-29","0.01","ug/l",,,"<","goedgekeurd"
"profam","1418","profm","2016-06-29","0.03","ug/l",,,"<","goedgekeurd"
"pentoxifylline","2488","poxflne","2016-06-29","0.01","ug/l",,,"<","goedgekeurd"
"pinoxaden","4459","pinadn","2016-06-29","0.03","ug/l",,,"<","goedgekeurd"
"pipamperon","4461","pipprn","2016-06-29","1.0","ug/l",,,"<","goedgekeurd"
"piperonyl-butoxide","1405","piprnbO","2016-06-29","0.03","ug/l",,,"<","goedgekeurd"
"pirimicarb","1406","pirmcb","2016-06-29","0.01","ug/l",,,"<","goedgekeurd"
"ethylpirimifos","1407","C2yprmfs","2016-06-29","0.03","ug/l",,,"<","goedgekeurd"
"methylpirimifos","1408","C1yprmfs","2016-06-29","0.02","ug/l",,,"<","goedgekeurd"
"primidon","2489","primdn","2016-06-29","0.01","ug/l",,,"<","goedgekeurd"
"nicosulfuron","4254","nicsfrn","2016-06-29","0.01","ug/l",,,"<","goedgekeurd"
"pendimethalin","1971","pendmtln","2016-06-29","0.01","ug/l",,,"<","goedgekeurd"
"erytromycine","2480","ertmcne","2016-06-29","1.0","ug/l",,,"<","goedgekeurd"
"dimethylsulfide","663","DC1yS","2016-06-29","0.19","ug/l",,,,"goedgekeurd"
"4-dimethylaminosulfotoluidide","3650","DMST","2016-06-29","0.01","ug/l",,,"<","goedgekeurd"
"dimetridazol","3653","DmTdzl","2016-06-29","1.0","ug/l",,,"<","goedgekeurd"
"dinoseb","671","Dnsb","2016-06-29","0.02","ug/l",,,"<","goedgekeurd"
"dioctylftalaat","674","DC8yFt","2016-06-29","1.0","ug/l",,,"<","goedgekeurd"
"dipropylftalaat","679","DC3yFt","2016-06-29","1.0","ug/l",,,"<","goedgekeurd"
"dipyridamol","3675","Dpyrdml","2016-06-29","1.0","ug/l",,,"<","goedgekeurd"
"som dithiocarbamaten","681","sDtocbmt","2016-06-29","0.1","ug/l",,,"<","goedgekeurd"
"fenantreen","746","Fen","2016-06-29","0.01","ug/l",,,"<","goedgekeurd"
"epoxiconazool","3718","epxcnzl","2016-06-29","0.03","ug/l",,,"<","goedgekeurd"
"dimethoaat","653","Dmtat","2016-06-29","0.03","ug/l",,,"<","goedgekeurd"
"ethinylestradiol","2294","etnetDol","2016-06-29","0.001","ug/l",,,"<","goedgekeurd"
"ethion","719","eton","2016-06-29","0.03","ug/l",,,"<","goedgekeurd"
"ethofumesaat","721","etfmst","2016-06-29","0.02","ug/l",,,"<","goedgekeurd"
"ethoprofos","722","etpfs","2016-06-29","0.03","ug/l",,,"<","goedgekeurd"
"ethylbenzeen","728","C2yBen","2016-06-29","1.0","ug/l",,,"<","goedgekeurd"
"ethyleendiaminetetraethaanzuur (EDTA)","730","EDTA","2016-06-29","8.8","ug/l",,,,"goedgekeurd"
"etoxazool","3739","etxzl","2016-06-29","0.03","ug/l",,,"<","goedgekeurd"
"etridiazol","740","eTDazl","2016-06-29","0.03","ug/l",,,"<","goedgekeurd"
"dipentylftalaat","677","DC5yFt","2016-06-29","1.0","ug/l",,,"<","goedgekeurd"
"diuron","683","Durn","2016-06-29","0.02","ug/l",,,"<","goedgekeurd"
"diheptylftalaat","649","DC7yFt","2016-06-29","0.05","ug/l",,,"<","goedgekeurd"
"dicyclopentadieen","632","DccPeDen","2016-06-29","0.5","ug/l",,,"<","goedgekeurd"
"dieldrin","633","dieldn","2016-06-29","0.01","ug/l",,,"<","goedgekeurd"
"dicyclohexylftalaat","3586","DccC6yFt","2016-06-29","1.0","ug/l",,,"<","goedgekeurd"
"salbutamol","4589","salbtml","2016-06-29","1.0","ug/l",,,"<","goedgekeurd"
"diethylether","641","DC2yEtr","2016-06-29","0.2","mg/l",,,"<","goedgekeurd"
"diethylftalaat","642","DC2yFt","2016-06-29","0.2","ug/l",,,"<","goedgekeurd"
"diethyltoluamide","2308","DEET","2016-06-29","0.12","ug/l",,,,"goedgekeurd"
"difenoconazool","3627","Dfncnzl","2016-06-29","0.01","ug/l",,,"<","goedgekeurd"
"dimethylftalaat","661","DC1yFt","2016-06-29","1.0","ug/l",,,"<","goedgekeurd"
"diflufenican","3624","Dffncn","2016-06-29","0.03","ug/l",,,"<","goedgekeurd"
"dimethyldisulfide","658","DC1yDS","2016-06-29","1.0","ug/l",,,"<","goedgekeurd"
"dihexylftalaat","650","DC6yFt","2016-06-29","0.2","ug/l",,,"<","goedgekeurd"
"diisobutylftalaat","577","DiC4yFt","2016-06-29","0.5","ug/l",,,"<","goedgekeurd"
"diisopropylether","583","DiC3yEtr","2016-06-29","0.5","ug/l",,,"<","goedgekeurd"
"dikegulac","3644","Dikglc","2016-06-29","0.05","ug/l",,,"<","goedgekeurd"
"dimefuron","651","Dmfrn","2016-06-29","0.03","ug/l",,,"<","goedgekeurd"
"dimethachloor","3652","DmtCl","2016-06-29","0.03","ug/l",,,"<","goedgekeurd"
"dimethenamide","3651","DmtAd","2016-06-29","0.02","ug/l",,,"<","goedgekeurd"
"dimethenamid-P","3655","DmtnmdP","2016-06-29","0.01","ug/l",,,"<","goedgekeurd"
"fenazon (antipyrine)","2481","fenzn","2016-06-29","0.01","ug/l",,,"<","goedgekeurd"
"diflubenzuron","648","Dfbzrn","2016-06-29","0.03","ug/l",,,"<","goedgekeurd"
"ifosfamide","3984","iffAd","2016-06-29","1.0","ug/l",,,"<","goedgekeurd"
"gamma-hexachloorcyclohexaan (lindaan)","816","cHCH","2016-06-29","0.01","ug/l",,,"<","goedgekeurd"
"gemfibrozil","2469","gemfbzl","2016-06-29","0.01","ug/l",,,"<","goedgekeurd"
"glufosinaat-ammonium","3878","glufsntNH4","2016-06-29","0.02","ug/l",,,"<","goedgekeurd"
"glyfosaat","840","glyfst","2016-06-29","0.01","ug/l",,,"<","goedgekeurd"
"heptachloor","853","HpCl","2016-06-29","0.01","ug/l",,,"<","goedgekeurd"
"hexachloorbenzeen","861","HCB","2016-06-29","0.04","ug/l",,,"<","goedgekeurd"
"hexachloorethaan","865","HxClC2a","2016-06-29","0.5","ug/l",,,"<","goedgekeurd"
"hexazinon","871","Hxznn","2016-06-29","0.03","ug/l",,,"<","goedgekeurd"
"fenamifos","745","fenamfs","2016-06-29","0.03","ug/l",,,"<","goedgekeurd"
"ibuprofen","2470","ibpfn","2016-06-29","0.01","ug/l",,,"<","goedgekeurd"
"furazolidon","3855","furzldn","2016-06-29","1.0","ug/l",,,"<","goedgekeurd"
"imidacloprid","2306","imdcpd","2016-06-29","0.03","ug/l",,,"<","goedgekeurd"
"indaan","880","inda","2016-06-29","0.2","ug/l",,,"<","goedgekeurd"
"indeno(1,2,3-cd)pyreen","882","InP","2016-06-29","0.02","ug/l",,,"<","goedgekeurd"
"indometacine","2471","indmtcne","2016-06-29","1.0","ug/l",,,"<","goedgekeurd"
"iprodion","890","ipDon","2016-06-29","0.03","ug/l",,,"<","goedgekeurd"
"irbesartan","4023","irbstan","2016-06-29","1.0","ug/l",,,"<","goedgekeurd"
"isodrin","907","idn","2016-06-29","0.01","ug/l",,,"<","goedgekeurd"
"isoproturon","913","iptrn","2016-06-29","0.02","ug/l",,,"<","goedgekeurd"
"johexol","4040","johxl","2016-06-29","0.01","ug/l",,,"<","goedgekeurd"
"hydrochloorthiazide","3928","HCltazde","2016-06-29","1.0","ug/l",,,"<","goedgekeurd"
"fludioxonil","3808","fludoxnl","2016-06-29","0.02","ug/l",,,"<","goedgekeurd"
"fenhexamide","3764","fenhxAd","2016-06-29","0.03","ug/l",,,"<","goedgekeurd"
"fenitrothion","750","feNO2ton","2016-06-29","0.05","ug/l",,,"<","goedgekeurd"
"fenofibraat","2482","fenfbt","2016-06-29","0.01","ug/l",,,"<","goedgekeurd"
"fenoprofen","2468","fenpfn","2016-06-29","1.0","ug/l",,,"<","goedgekeurd"
"fenoterol","2483","fentrl","2016-06-29","1.0","ug/l",,,"<","goedgekeurd"
"fenoxycarb","3768","fenOxcb","2016-06-29","0.02","ug/l",,,"<","goedgekeurd"
"fenthion","760","fenton","2016-06-29","0.03","ug/l",,,"<","goedgekeurd"
"fenuron","2451","fenrn","2016-06-29","0.02","ug/l",,,"<","goedgekeurd"
"fipronil","3786","fipnl","2016-06-29","0.01","ug/l",,,"<","goedgekeurd"
"gabapentine","3857","gabptne","2016-06-29","1.0","ug/l",,,"<","goedgekeurd"
"florfenicol","3794","florfncl","2016-06-29","1.0","ug/l",,,"<","goedgekeurd"
"furosemide","3854","fursmde","2016-06-29","1.0","ug/l",,,"<","goedgekeurd"
"flumioxazin","3812","flumoxzn","2016-06-29","0.05","ug/l",,,"<","goedgekeurd"
"fluopicolide","3816","fluopclde","2016-06-29","0.03","ug/l",,,"<","goedgekeurd"
"fluopyram","5245","fluoprm","2016-06-29","0.01","ug/l",,,"<","goedgekeurd"
