"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000058877","IMBRO/A","2025-04-10T23:22:31+02:00","2004-01-07T11:00:00+01:00","onbekend","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Temperatuur","1522","T","10.1","Cel","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"kalium","920","K","2004-01-07","329.0","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","2004-01-07","7800.0","mg/l",,,,"goedgekeurd"
"Zuurgraad","1398","pH","2004-01-07","7.4","1",,,,"goedgekeurd"
"magnesium","1125","Mg","2004-01-07","957.0","mg/l",,,,"goedgekeurd"
"ijzer","879","Fe","2004-01-07","240.0","ug/l",,,,"goedgekeurd"
"zink","1693","Zn","2004-01-07","10.0","ug/l",,,"<","goedgekeurd"
"calcium","447","Ca","2004-01-07","506.0","mg/l",,,,"goedgekeurd"
"stikstof Kjeldahl","4064","NKj","2004-01-07","12.3","mg/l",,,,"goedgekeurd"
"lood","1116","Pb","2004-01-07","5.0","ug/l",,,"<","goedgekeurd"
"nikkel","1267","Ni","2004-01-07","5.0","ug/l",,,"<","goedgekeurd"
"koper","971","Cu","2004-01-07","2.5","ug/l",,,"<","goedgekeurd"
"chroom","517","Cr","2004-01-07","2.5","ug/l",,,"<","goedgekeurd"
"cadmium","441","Cd","2004-01-07","0.4","ug/l",,,"<","goedgekeurd"
"arseen","310","As","2004-01-07","2.5","ug/l",,,"<","goedgekeurd"
"aluminium","284","Al","2004-01-07","5.0","ug/l",,,"<","goedgekeurd"
"nitraat","1270","NO3","2004-01-07","0.05","mg/l",,,"<","goedgekeurd"
"waterstofcarbonaat","374","HCO3","2004-01-07","439.0","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","2004-01-07","15700.0","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","2004-01-07","310.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","2004-01-07","13.49","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","2004-01-07","2100.0","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","2004-01-07","1.78","mg/l",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","2004-01-07","4180.0","mS/m",,,,"goedgekeurd"
"fosfaat","1334","PO4","2004-01-07","0.34","mg/l",,,,"goedgekeurd"
,,,,,,,,,
