"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000033473","IMBRO/A","2023-01-13T19:44:12+01:00","1987-05-19T13:00:00+02:00","onderwaterpomp","2",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"chloride","508","Cl","1987-05-19","56.3","mg/l",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","1987-05-19","80.23","mS/m",,,,"goedgekeurd"
"Zuurgraad","1398","pH","1987-05-19","7.36","1",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","1987-05-19","332.0","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","1987-05-19","0.06","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1987-05-19","51.3","mg/l",,,,"goedgekeurd"
"kalium","920","K","1987-05-19","3.37","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1987-05-19","9.74","mg/l",,,,"goedgekeurd"
"ammonium","289","NH4","1987-05-19","0.08","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1987-05-19","33.0","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","1987-05-19","123.0","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","1987-05-19","0.99","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1987-05-19","1.39","mg/l",,,,"goedgekeurd"
,,,,,,,,,
