"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000000578","IMBRO/A","2022-11-25T10:48:27+01:00","1991-07-26T12:00:00+02:00","onbekend","2",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"Zuurgraad","1398","pH","1991-07-26","7.31","1",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","1991-07-26","98.0","mS/m",,,,"goedgekeurd"
"arseen","310","As","1991-07-26","0.73","ug/l",,,,"goedgekeurd"
"barium","333","Ba","1991-07-26","166.97","ug/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1991-07-26","4920.0","ug/l",,,,"goedgekeurd"
"zink","1693","Zn","1991-07-26","6.95","ug/l",,,,"goedgekeurd"
"strontium","1501","Sr","1991-07-26","491.54","ug/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1991-07-26","159.41","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","1991-07-26","0.46","mg/l",,,,"goedgekeurd"
"lood","1116","Pb","1991-07-26","2.07","ug/l",,,"<","goedgekeurd"
"nitraat","1270","NO3","1991-07-26","0.06","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","1991-07-26","2.29","ug/l",,,,"goedgekeurd"
"aluminium","284","Al","1991-07-26","22.7","ug/l",,,,"goedgekeurd"
"natrium","1262","Na","1991-07-26","39.63","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1991-07-26","16.09","mg/l",,,,"goedgekeurd"
"kalium","920","K","1991-07-26","1.46","mg/l",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","1991-07-26","391.62","mg/l",,,,"goedgekeurd"
"ijzer","879","Fe","1991-07-26","9690.0","ug/l",,,,"goedgekeurd"
"koper","971","Cu","1991-07-26","0.63","ug/l",,,"<","goedgekeurd"
"chroom","517","Cr","1991-07-26","0.99","ug/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","1991-07-26","2.02","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","1991-07-26","77.24","mg/l",,,,"goedgekeurd"
"cadmium","441","Cd","1991-07-26","0.11","ug/l",,,"<","goedgekeurd"
"calcium","447","Ca","1991-07-26","178.26","mg/l",,,,"goedgekeurd"
"ammonium","289","NH4","1991-07-26","0.22","mg/l",,,,"goedgekeurd"
,,,,,,,,,
