"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000051451","IMBRO/A","2025-03-21T10:43:20+01:00","2022-03-10T11:00:00+01:00","peristaltischePomp","2",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"fosfor totaal","4188","Ptot","2022-03-10","0.78","mg/l","0.78","mg/l",,"goedgekeurd"
"seleen","1476","Se","2022-03-10","5.0","ug/l","5.0","ug/l","<","goedgekeurd"
"ammonium","289","NH4","2022-03-10","13.73","mg/l","13.73","mg/l",,"goedgekeurd"
"aluminium","284","Al","2022-03-10","10.0","ug/l","10.0","ug/l","<","goedgekeurd"
"antimoon","301","Sb","2022-03-10","0.1","ug/l","0.1","ug/l","<","goedgekeurd"
"nitriet","1273","NO2","2022-03-10","0.01","mg/l","0.01","mg/l","<","goedgekeurd"
"koolstof organisch","1318","Corg","2022-03-10","7.9","mg/l","7.9","mg/l",,"goedgekeurd"
"Geleidendheid","3548","GELDHD","2022-03-10","588.53","mS/m","588.53","mS/m",,"goedgekeurd"
"kalium","920","K","2022-03-10","23.21","mg/l","23.21","mg/l",,"goedgekeurd"
"kwik","1097","Hg","2022-03-10","0.03","ug/l","0.03","ug/l","<","goedgekeurd"
"koper","971","Cu","2022-03-10","2.0","ug/l","2.0","ug/l","<","goedgekeurd"
"nikkel","1267","Ni","2022-03-10","0.17","ug/l","0.17","ug/l",,"goedgekeurd"
"nitraat","1270","NO3","2022-03-10","0.05","mg/l","0.05","mg/l","<","goedgekeurd"
"natrium","1262","Na","2022-03-10","532.37","mg/l","532.37","mg/l",,"goedgekeurd"
"lood","1116","Pb","2022-03-10","0.12","ug/l","0.12","ug/l","<","goedgekeurd"
"lithium","1115","Li","2022-03-10","32.17","ug/l","32.17","ug/l",,"goedgekeurd"
"kobalt","527","Co","2022-03-10","2.0","ug/l","2.0","ug/l","<","goedgekeurd"
"beryllium","362","Be","2022-03-10","2.0","ug/l","2.0","ug/l","<","goedgekeurd"
"chloride","508","Cl","2022-03-10","1778.26","mg/l","1778.26","mg/l",,"goedgekeurd"
"arseen","310","As","2022-03-10","1.01","ug/l","1.01","ug/l",,"goedgekeurd"
"barium","333","Ba","2022-03-10","132.9","ug/l","132.9","ug/l",,"goedgekeurd"
"ijzer","879","Fe","2022-03-10","21878.96","ug/l","21878.96","ug/l",,"goedgekeurd"
"molybdeen","1243","Mo","2022-03-10","2.0E-4","ug/l","2.0E-4","ug/l","<","goedgekeurd"
"vanadium","1642","V","2022-03-10","0.52","ug/l","0.52","ug/l",,"goedgekeurd"
"uranium","1637","U","2022-03-10","1.0","ug/l","1.0","ug/l","<","goedgekeurd"
"titaan","1565","Ti","2022-03-10","2.0","ug/l","2.0","ug/l","<","goedgekeurd"
"thallium","1553","Tl","2022-03-10","5.0","ug/l","5.0","ug/l","<","goedgekeurd"
"tin","1564","Sn","2022-03-10","10.0","ug/l","10.0","ug/l","<","goedgekeurd"
"fluoride","1853","F","2022-03-10","0.08","mg/l","0.08","mg/l",,"goedgekeurd"
"Zuurgraad","1398","pH","2022-03-10","6.8","1","6.8","1",,"goedgekeurd"
"strontium","1501","Sr","2022-03-10","2123.82","ug/l","2123.82","ug/l",,"goedgekeurd"
"sulfaat","1508","SO4","2022-03-10","1.16","mg/l","1.16","mg/l",,"goedgekeurd"
"mangaan","1128","Mn","2022-03-10","1023.95","ug/l","1023.95","ug/l",,"goedgekeurd"
"magnesium","1125","Mg","2022-03-10","95.94","mg/l","95.94","mg/l",,"goedgekeurd"
"cadmium","441","Cd","2022-03-10","0.1","ug/l","0.1","ug/l","<","goedgekeurd"
"calcium","447","Ca","2022-03-10","423.96","mg/l","423.96","mg/l",,"goedgekeurd"
"boor","386","B","2022-03-10","166.43","ug/l","166.43","ug/l",,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","2022-03-10","598.95","mg/l","598.95","mg/l",,"goedgekeurd"
"bromide","391","Br","2022-03-10","5.47","mg/l","5.47","mg/l",,"goedgekeurd"
"tellurium","1520","Te","2022-03-10","2.0","ug/l","2.0","ug/l","<","goedgekeurd"
"Temperatuur","1522","T","2022-03-10","19.2","Cel","19.2","Cel",,"goedgekeurd"
"chroom","517","Cr","2022-03-10","0.34","ug/l","0.34","ug/l",,"goedgekeurd"
"zirkonium","1695","Zr","2022-03-10","12.0","ug/l","12.0","ug/l","<","goedgekeurd"
"zink","1693","Zn","2022-03-10","2.0","ug/l","2.0","ug/l","<","goedgekeurd"
"zilver","1692","Ag","2022-03-10","5.0","ug/l","5.0","ug/l","<","goedgekeurd"
"wolfraam","1685","W","2022-03-10","1.0","ug/l","1.0","ug/l","<","goedgekeurd"
,,,,,,,,,
