"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000004846","IMBRO/A","2022-12-02T20:50:33+01:00","1958-11-19T11:00:00+01:00","onbekend","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"calcium","447","Ca","1958-11-19","173.0","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1958-11-19","1850.0","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1958-11-19","365.5","mg/l",,,,"goedgekeurd"
"ijzer","879","Fe","1958-11-19","5500.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","1958-11-19","5.91","mg/l",,,,"goedgekeurd"
,,,,,,,,,
