"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000004161","IMBRO/A","2022-12-02T19:22:01+01:00","1962-12-17T11:00:00+01:00","onbekend","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"waterstofcarbonaat","374","HCO3","266.0","mg/l","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"ammonium","289","NH4","1962-12-17","0.01","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1962-12-17","0.0045","mg/l",,,"<","goedgekeurd"
"chloride","508","Cl","1962-12-17","255.0","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1962-12-17","22.7","mg/l",,,,"goedgekeurd"
,,,,,,,,,
