"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000004215","IMBRO/A","2022-12-02T19:23:24+01:00","1975-01-20T11:00:00+01:00","onbekend","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Geleidendheid","3548","GELDHD","314.0","mS/m","goedgekeurd",,,,
"waterstofcarbonaat","374","HCO3","238.0","mg/l","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"chloride","508","Cl","1975-01-20","940.0","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1975-01-20","229.0","mg/l",,,,"goedgekeurd"
,,,,,,,,,
