"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000058149","IMBRO/A","2025-04-10T22:14:22+02:00","1994-12-13T11:00:00+01:00","onbekend","3",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"magnesium","1125","Mg","1994-12-13","115.0","mg/l",,,,"goedgekeurd"
"fosfaat","1334","PO4","1994-12-13","0.61","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","1994-12-13","0.98","mg/l",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","1994-12-13","930.0","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1994-12-13","33.62","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","1994-12-13","840.0","mg/l",,,,"goedgekeurd"
"ammonium","289","NH4","1994-12-13","14.09","mg/l",,,,"goedgekeurd"
"ijzer","879","Fe","1994-12-13","5100.0","ug/l",,,,"goedgekeurd"
"calcium","447","Ca","1994-12-13","225.0","mg/l",,,,"goedgekeurd"
"kalium","920","K","1994-12-13","38.0","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1994-12-13","390.0","mg/l",,,,"goedgekeurd"
"Zuurgraad","1398","pH","1994-12-13","6.6","1",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","1994-12-13","292.0","mS/m",,,,"goedgekeurd"
"mangaan","1128","Mn","1994-12-13","600.0","ug/l",,,,"goedgekeurd"
,,,,,,,,,
