"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000060453","IMBRO/A","2025-04-11T01:51:27+02:00","1993-11-16T11:00:00+01:00","onbekend","5",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"ammonium","289","NH4","1993-11-16","4.63","mg/l",,,,"goedgekeurd"
"fosfaat","1334","PO4","1993-11-16","1.25","mg/l",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","1993-11-16","550.0","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","1993-11-16","11500.0","mg/l",,,,"goedgekeurd"
"ijzer","879","Fe","1993-11-16","8600.0","ug/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1993-11-16","540.0","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","1993-11-16","320.0","mg/l",,,,"goedgekeurd"
"kalium","920","K","1993-11-16","185.0","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1993-11-16","5820.0","mg/l",,,,"goedgekeurd"
"Zuurgraad","1398","pH","1993-11-16","7.2","1",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","1993-11-16","2779.0","mS/m",,,,"goedgekeurd"
"sulfaat","1508","SO4","1993-11-16","2300.0","mg/l",,,,"goedgekeurd"
,,,,,,,,,
