"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000053185","IMBRO/A","2025-04-10T14:43:27+02:00","1994-10-26T11:00:00+01:00","onbekend","3",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"ijzer","879","Fe","1994-10-26","200.0","ug/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1994-10-26","49.0","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","1994-10-26","60.0","mg/l",,,,"goedgekeurd"
"kalium","920","K","1994-10-26","44.0","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1994-10-26","330.0","mg/l",,,,"goedgekeurd"
"Zuurgraad","1398","pH","1994-10-26","7.7","1",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","1994-10-26","159.0","mS/m",,,,"goedgekeurd"
"sulfaat","1508","SO4","1994-10-26","130.0","mg/l",,,,"goedgekeurd"
"ammonium","289","NH4","1994-10-26","4.63","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","1994-10-26","280.0","mg/l",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","1994-10-26","850.0","mg/l",,,,"goedgekeurd"
,,,,,,,,,
