"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000012880","IMBRO/A","2023-01-09T10:34:34+01:00","1996-09-19T12:00:00+02:00","onbekend","4",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Zuurgraad","1398","pH","7.55","1","goedgekeurd",,,,
"Temperatuur","1522","T","10.5","Cel","onbeslist",,,,
"Geleidendheid","3548","GELDHD","121.3","mS/m","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"kalium","920","K","1996-09-19","9.0","mg/l",,,,"goedgekeurd"
"aluminium","284","Al","1996-09-19","13.0","ug/l",,,"<","goedgekeurd"
"magnesium","1125","Mg","1996-09-19","10.9","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1996-09-19","883.0","ug/l",,,,"goedgekeurd"
"natrium","1262","Na","1996-09-19","146.0","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","1996-09-19","201.0","mg/l",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","1996-09-19","249.0","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","1996-09-19","333.0","ug/l",,,,"goedgekeurd"
"zink","1693","Zn","1996-09-19","6.53","ug/l",,,"<","goedgekeurd"
"ammonium","289","NH4","1996-09-19","5.38","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","1996-09-19","4.29","ug/l",,,,"goedgekeurd"
"cadmium","441","Cd","1996-09-19","0.05","ug/l",,,"<","goedgekeurd"
"fosfor totaal","4188","Ptot","1996-09-19","0.06","mg/l",,,"<","goedgekeurd"
"ijzer","879","Fe","1996-09-19","782.0","ug/l",,,,"goedgekeurd"
"chroom","517","Cr","1996-09-19","0.7","ug/l",,,"<","goedgekeurd"
"koper","971","Cu","1996-09-19","0.7","ug/l",,,"<","goedgekeurd"
"nitraat","1270","NO3","1996-09-19","0.12","mg/l",,,,"goedgekeurd"
"arseen","310","As","1996-09-19","0.37","ug/l",,,,"goedgekeurd"
"barium","333","Ba","1996-09-19","32.0","ug/l",,,,"goedgekeurd"
"calcium","447","Ca","1996-09-19","76.9","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1996-09-19","67.0","mg/l",,,,"goedgekeurd"
,,,,,,,,,
