"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000057924","IMBRO/A","2025-04-10T21:55:35+02:00","1993-11-22T11:00:00+01:00","onbekend","2",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"Geleidendheid","3548","GELDHD","1993-11-22","329.0","mS/m",,,,"goedgekeurd"
"sulfaat","1508","SO4","1993-11-22","86.0","mg/l",,,,"goedgekeurd"
"Zuurgraad","1398","pH","1993-11-22","6.6","1",,,,"goedgekeurd"
"natrium","1262","Na","1993-11-22","400.0","mg/l",,,,"goedgekeurd"
"kalium","920","K","1993-11-22","42.0","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","1993-11-22","200.0","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1993-11-22","96.0","mg/l",,,,"goedgekeurd"
"ijzer","879","Fe","1993-11-22","6000.0","ug/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1993-11-22","800.0","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","1993-11-22","905.0","mg/l",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","1993-11-22","750.0","mg/l",,,,"onbeslist"
"fosfaat","1334","PO4","1993-11-22","1.25","mg/l",,,,"goedgekeurd"
"ammonium","289","NH4","1993-11-22","13.08","mg/l",,,,"goedgekeurd"
,,,,,,,,,
