"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000004928","IMBRO/A","2022-12-02T20:56:01+01:00","1958-08-25T11:00:00+01:00","onbekend","2",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"ammonium","289","NH4","1958-08-25","7.93","mg/l",,,,"goedgekeurd"
"ijzer","879","Fe","1958-08-25","19600.0","ug/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1958-08-25","14.3","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1958-08-25","140.0","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","1958-08-25","164.2","mg/l",,,,"goedgekeurd"
,,,,,,,,,
