"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000004929","IMBRO/A","2022-12-02T20:56:05+01:00","1958-08-25T11:00:00+01:00","onbekend","3",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"natrium","1262","Na","1958-08-25","920.0","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","1958-08-25","211.4","mg/l",,,,"goedgekeurd"
"ammonium","289","NH4","1958-08-25","4.59","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1958-08-25","86.7","mg/l",,,,"goedgekeurd"
"ijzer","879","Fe","1958-08-25","6500.0","ug/l",,,,"goedgekeurd"
,,,,,,,,,
