"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000058613","IMBRO/A","2025-04-10T22:58:49+02:00","1999-12-08T11:00:00+01:00","onbekend","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Temperatuur","1522","T","10.5","Cel","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"kalium","920","K","1999-12-08","83.0","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1999-12-08","1465.0","mg/l",,,,"goedgekeurd"
"Zuurgraad","1398","pH","1999-12-08","6.6","1",,,,"goedgekeurd"
"calcium","447","Ca","1999-12-08","360.0","mg/l",,,,"goedgekeurd"
"arseen","310","As","1999-12-08","37.0","ug/l",,,,"onbeslist"
"stikstof Kjeldahl","4064","NKj","1999-12-08","30.0","mg/l",,,,"goedgekeurd"
"zink","1693","Zn","1999-12-08","5.0","ug/l",,,"<","goedgekeurd"
"mangaan","1128","Mn","1999-12-08","1200.0","ug/l",,,,"goedgekeurd"
"nikkel","1267","Ni","1999-12-08","5.0","ug/l",,,"<","goedgekeurd"
"cadmium","441","Cd","1999-12-08","0.4","ug/l",,,"<","goedgekeurd"
"lood","1116","Pb","1999-12-08","5.0","ug/l",,,"<","goedgekeurd"
"aluminium","284","Al","1999-12-08","25.0","ug/l",,,"<","goedgekeurd"
"nitraat","1270","NO3","1999-12-08","0.1","mg/l",,,"<","goedgekeurd"
"waterstofcarbonaat","374","HCO3","1999-12-08","750.0","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1999-12-08","0.03","mg/l",,,"<","goedgekeurd"
"chloride","508","Cl","1999-12-08","3300.0","mg/l",,,,"goedgekeurd"
"ammonium","289","NH4","1999-12-08","24.0","mg/l",,,,"goedgekeurd"
"ijzer","879","Fe","1999-12-08","200.0","ug/l",,,,"goedgekeurd"
"chroom","517","Cr","1999-12-08","2.5","ug/l",,,"<","goedgekeurd"
"koper","971","Cu","1999-12-08","2.5","ug/l",,,"<","goedgekeurd"
"magnesium","1125","Mg","1999-12-08","245.0","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","1999-12-08","5.2","mg/l",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","1999-12-08","1200.0","mS/m",,,,"goedgekeurd"
"fosfaat","1334","PO4","1999-12-08","4.3","mg/l",,,,"goedgekeurd"
,,,,,,,,,
