"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000003954","IMBRO/A","2022-12-02T19:12:59+01:00","1975-01-15T11:00:00+01:00","onbekend","4",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Geleidendheid","3548","GELDHD","23.6","mS/m","goedgekeurd",,,,
"waterstofcarbonaat","374","HCO3","162.0","mg/l","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"sulfaat","1508","SO4","1975-01-15","3.9","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","1975-01-15","12.0","mg/l",,,,"goedgekeurd"
,,,,,,,,,
