"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000052627","IMBRO/A","2025-04-10T13:54:57+02:00","1993-11-08T11:00:00+01:00","onbekend","2",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"calcium","447","Ca","1993-11-08","96.0","mg/l",,,,"goedgekeurd"
"fosfaat","1334","PO4","1993-11-08","1.68","mg/l",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","1993-11-08","780.0","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1993-11-08","16.0","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","1993-11-08","43.0","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1993-11-08","100.0","ug/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1993-11-08","33.0","mg/l",,,,"goedgekeurd"
"kalium","920","K","1993-11-08","40.0","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1993-11-08","135.0","mg/l",,,,"goedgekeurd"
"Zuurgraad","1398","pH","1993-11-08","7.3","1",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","1993-11-08","110.0","mS/m",,,,"goedgekeurd"
"ijzer","879","Fe","1993-11-08","15000.0","ug/l",,,,"onbeslist"
,,,,,,,,,
