"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000060886","IMBRO/A","2025-04-11T02:29:33+02:00","1997-11-25T11:00:00+01:00","onbekend","2",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Temperatuur","1522","T","11.4","Cel","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"zink","1693","Zn","1997-11-25","5.0","ug/l",,,"<","goedgekeurd"
"stikstof Kjeldahl","4064","NKj","1997-11-25","7.8","mg/l",,,,"goedgekeurd"
"lood","1116","Pb","1997-11-25","5.0","ug/l",,,"<","goedgekeurd"
"natrium","1262","Na","1997-11-25","240.0","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","1997-11-25","84.9","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","1997-11-25","5.0","ug/l",,,"<","goedgekeurd"
"ammonium","289","NH4","1997-11-25","6.75","mg/l",,,,"goedgekeurd"
"Zuurgraad","1398","pH","1997-11-25","7.5","1",,,,"goedgekeurd"
"kalium","920","K","1997-11-25","58.6","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1997-11-25","85.2","mg/l",,,,"goedgekeurd"
"ijzer","879","Fe","1997-11-25","250.0","ug/l",,,,"goedgekeurd"
"aluminium","284","Al","1997-11-25","5.0","ug/l",,,"<","goedgekeurd"
"chroom","517","Cr","1997-11-25","2.5","ug/l",,,"<","goedgekeurd"
"mangaan","1128","Mn","1997-11-25","140.0","ug/l",,,,"goedgekeurd"
"arseen","310","As","1997-11-25","5.0","ug/l",,,"<","goedgekeurd"
"nitraat","1270","NO3","1997-11-25","2.0","mg/l",,,"<","goedgekeurd"
"koper","971","Cu","1997-11-25","2.5","ug/l",,,"<","goedgekeurd"
"waterstofcarbonaat","374","HCO3","1997-11-25","570.0","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1997-11-25","16.0","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","1997-11-25","450.0","mg/l",,,,"goedgekeurd"
"cadmium","441","Cd","1997-11-25","0.5","ug/l",,,"<","goedgekeurd"
"fosfor totaal","4188","Ptot","1997-11-25","0.67","mg/l",,,,"goedgekeurd"
"fosfaat","1334","PO4","1997-11-25","0.81","mg/l",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","1997-11-25","219.0","mS/m",,,,"goedgekeurd"
,,,,,,,,,
