"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000061429","IMBRO/A","2025-04-11T03:23:30+02:00","1996-10-28T11:00:00+01:00","onbekend","2",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Temperatuur","1522","T","11.6","Cel","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"calcium","447","Ca","1996-10-28","580.0","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1996-10-28","827.0","mg/l",,,,"goedgekeurd"
"ijzer","879","Fe","1996-10-28","6800.0","ug/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1996-10-28","800.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","1996-10-28","243.0","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","1996-10-28","8980.0","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1996-10-28","19.0","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","1996-10-28","5.0","ug/l",,,"<","goedgekeurd"
"nitraat","1270","NO3","1996-10-28","2.0","mg/l",,,"<","goedgekeurd"
"arseen","310","As","1996-10-28","5.0","ug/l",,,"<","goedgekeurd"
"koper","971","Cu","1996-10-28","5.0","ug/l",,,"<","goedgekeurd"
"natrium","1262","Na","1996-10-28","4342.0","mg/l",,,,"goedgekeurd"
"cadmium","441","Cd","1996-10-28","0.5","ug/l",,,"<","goedgekeurd"
"chroom","517","Cr","1996-10-28","5.0","ug/l",,,"<","goedgekeurd"
"waterstofcarbonaat","374","HCO3","1996-10-28","1700.0","mg/l",,,,"goedgekeurd"
"lood","1116","Pb","1996-10-28","5.0","ug/l",,,"<","goedgekeurd"
"Zuurgraad","1398","pH","1996-10-28","7.0","1",,,,"goedgekeurd"
"ammonium","289","NH4","1996-10-28","46.29","mg/l",,,,"goedgekeurd"
"aluminium","284","Al","1996-10-28","13.0","ug/l",,,,"goedgekeurd"
"stikstof Kjeldahl","4064","NKj","1996-10-28","45.0","mg/l",,,,"goedgekeurd"
"zink","1693","Zn","1996-10-28","370.0","ug/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","1996-10-28","3.3","mg/l",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","1996-10-28","2600.0","mS/m",,,,"goedgekeurd"
"fosfaat","1334","PO4","1996-10-28","0.94","mg/l",,,,"goedgekeurd"
,,,,,,,,,
