"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000004552","IMBRO/A","2022-12-02T19:50:42+01:00","1961-02-10T11:00:00+01:00","onbekend","3",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"waterstofcarbonaat","374","HCO3","141.0","mg/l","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"ammonium","289","NH4","1961-02-10","0.28","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1961-02-10","0.0045","mg/l",,,"<","goedgekeurd"
"sulfaat","1508","SO4","1961-02-10","2.5","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","1961-02-10","10.0","mg/l",,,,"goedgekeurd"
,,,,,,,,,
