"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000004567","IMBRO/A","2022-12-02T19:51:16+01:00","1965-11-30T11:00:00+01:00","onbekend","6",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"waterstofcarbonaat","374","HCO3","90.0","mg/l","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"ammonium","289","NH4","1965-11-30","0.21","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1965-11-30","1.4","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","1965-11-30","55.0","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1965-11-30","39.0","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","1965-11-30","25.2","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1965-11-30","5.9","mg/l",,,,"goedgekeurd"
"ijzer","879","Fe","1965-11-30","3300.0","ug/l",,,,"goedgekeurd"
"fosfaat","1334","PO4","1965-11-30","0.11","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1965-11-30","0.0045","mg/l",,,"<","goedgekeurd"
"nitriet","1273","NO2","1965-11-30","0.006","mg/l",,,"<","goedgekeurd"
,,,,,,,,,
