"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000004557","IMBRO/A","2022-12-02T19:50:53+01:00","1961-02-10T11:00:00+01:00","onbekend","4",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"waterstofcarbonaat","374","HCO3","177.0","mg/l","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"chloride","508","Cl","1961-02-10","10.0","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1961-02-10","2.7","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1961-02-10","0.0045","mg/l",,,"<","goedgekeurd"
"ammonium","289","NH4","1961-02-10","0.46","mg/l",,,,"goedgekeurd"
,,,,,,,,,
