"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000004704","IMBRO/A","2022-12-02T20:40:35+01:00","1975-12-11T11:00:00+01:00","onbekend","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"calcium","447","Ca","1975-12-11","182.0","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1975-12-11","349.0","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1975-12-11","19.3","mg/l",,,,"goedgekeurd"
"ijzer","879","Fe","1975-12-11","19000.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","1975-12-11","4.66","mg/l",,,,"goedgekeurd"
,,,,,,,,,
