"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000004706","IMBRO/A","2022-12-02T20:40:43+01:00","1975-12-11T11:00:00+01:00","onbekend","2",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"magnesium","1125","Mg","1975-12-11","12.8","mg/l",,,,"goedgekeurd"
"ijzer","879","Fe","1975-12-11","10000.0","ug/l",,,,"goedgekeurd"
"natrium","1262","Na","1975-12-11","55.4","mg/l",,,,"goedgekeurd"
"ammonium","289","NH4","1975-12-11","2.48","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","1975-12-11","110.0","mg/l",,,,"goedgekeurd"
,,,,,,,,,
