"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000060936","IMBRO/A","2025-04-11T02:33:38+02:00","2003-01-16T11:00:00+01:00","onbekend","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Temperatuur","1522","T","9.8","Cel","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"stikstof Kjeldahl","4064","NKj","2003-01-16","2.8","mg/l",,,,"goedgekeurd"
"lood","1116","Pb","2003-01-16","5.0","ug/l",,,"<","goedgekeurd"
"nikkel","1267","Ni","2003-01-16","5.0","ug/l",,,"<","goedgekeurd"
"magnesium","1125","Mg","2003-01-16","19.7","mg/l",,,,"goedgekeurd"
"Zuurgraad","1398","pH","2003-01-16","7.8","1",,,,"goedgekeurd"
"natrium","1262","Na","2003-01-16","58.0","mg/l",,,,"goedgekeurd"
"zink","1693","Zn","2003-01-16","35.0","ug/l",,,,"goedgekeurd"
"calcium","447","Ca","2003-01-16","37.0","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","2003-01-16","0.25","mg/l",,,"<","goedgekeurd"
"ijzer","879","Fe","2003-01-16","730.0","ug/l",,,,"goedgekeurd"
"mangaan","1128","Mn","2003-01-16","140.0","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","2003-01-16","28.0","mg/l",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","2003-01-16","379.0","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","2003-01-16","0.1","mg/l",,,"<","goedgekeurd"
"aluminium","284","Al","2003-01-16","5.0","ug/l",,,"<","goedgekeurd"
"arseen","310","As","2003-01-16","2.5","ug/l",,,"<","goedgekeurd"
"cadmium","441","Cd","2003-01-16","0.4","ug/l",,,"<","goedgekeurd"
"chroom","517","Cr","2003-01-16","2.5","ug/l",,,"<","goedgekeurd"
"koper","971","Cu","2003-01-16","2.5","ug/l",,,"<","goedgekeurd"
"kalium","920","K","2003-01-16","14.1","mg/l",,,,"goedgekeurd"
"ammonium","289","NH4","2003-01-16","2.5","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","2003-01-16","0.9","mg/l",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","2003-01-16","64.6","mS/m",,,,"goedgekeurd"
"fosfaat","1334","PO4","2003-01-16","1.0","mg/l",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","2003-01-16","46.7","mS/m",,,,"goedgekeurd"
,,,,,,,,,
