"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000057190","IMBRO/A","2025-04-10T20:49:24+02:00","2005-01-17T11:00:00+01:00","onbekend","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Temperatuur","1522","T","10.0","Cel","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"koper","971","Cu","2005-01-17","10.0","ug/l",,,,"goedgekeurd"
"aluminium","284","Al","2005-01-17","25.0","ug/l",,,"<","goedgekeurd"
"cadmium","441","Cd","2005-01-17","1.0","ug/l",,,,"goedgekeurd"
"natrium","1262","Na","2005-01-17","200.0","mg/l",,,,"goedgekeurd"
"kalium","920","K","2005-01-17","5.5","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","2005-01-17","160.0","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","2005-01-17","12.0","mg/l",,,,"goedgekeurd"
"ijzer","879","Fe","2005-01-17","12150.0","ug/l",,,,"goedgekeurd"
"mangaan","1128","Mn","2005-01-17","600.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","2005-01-17","0.84","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","2005-01-17","330.0","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","2005-01-17","7.0","mg/l",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","2005-01-17","576.0","mg/l",,,,"goedgekeurd"
"nitriet","1273","NO2","2005-01-17","0.01","mg/l",,,,"goedgekeurd"
"arseen","310","As","2005-01-17","55.0","ug/l",,,,"goedgekeurd"
"chroom","517","Cr","2005-01-17","5.0","ug/l",,,,"goedgekeurd"
"nikkel","1267","Ni","2005-01-17","4.0","ug/l",,,,"goedgekeurd"
"lood","1116","Pb","2005-01-17","10.0","ug/l",,,,"goedgekeurd"
"zink","1693","Zn","2005-01-17","10.0","ug/l",,,,"goedgekeurd"
"stikstof Kjeldahl","4064","NKj","2005-01-17","3.5","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","2005-01-17","0.05","mg/l",,,,"goedgekeurd"
"Zuurgraad","1398","pH","2005-01-17","6.9","1",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","2005-01-17","0.41","mg/l",,,,"goedgekeurd"
"fosfaat","1334","PO4","2005-01-17","0.18","mg/l",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","2005-01-17","190.0","mS/m",,,,"goedgekeurd"
,,,,,,,,,
