"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000004902","IMBRO/A","2022-12-02T20:54:15+01:00","1958-11-03T11:00:00+01:00","onbekend","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"ammonium","289","NH4","1958-11-03","6.69","mg/l",,,,"goedgekeurd"
"ijzer","879","Fe","1958-11-03","14300.0","ug/l",,,,"goedgekeurd"
"calcium","447","Ca","1958-11-03","83.5","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1958-11-03","67.4","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1958-11-03","375.0","mg/l",,,,"goedgekeurd"
,,,,,,,,,
