"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000061274","IMBRO/A","2025-04-11T03:06:26+02:00","2001-01-12T11:00:00+01:00","onbekend","3",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Temperatuur","1522","T","5.8","Cel","onbeslist",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"nitraat","1270","NO3","2001-01-12","0.5","mg/l",,,"<","goedgekeurd"
"aluminium","284","Al","2001-01-12","5.0","ug/l",,,"<","goedgekeurd"
"arseen","310","As","2001-01-12","2.5","ug/l",,,"<","goedgekeurd"
"cadmium","441","Cd","2001-01-12","0.4","ug/l",,,"<","goedgekeurd"
"waterstofcarbonaat","374","HCO3","2001-01-12","310.0","mg/l",,,,"goedgekeurd"
"koper","971","Cu","2001-01-12","2.5","ug/l",,,"<","goedgekeurd"
"magnesium","1125","Mg","2001-01-12","5.3","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","2001-01-12","2.5","ug/l",,,"<","goedgekeurd"
"sulfaat","1508","SO4","2001-01-12","6.0","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","2001-01-12","44.0","mg/l",,,,"goedgekeurd"
"ammonium","289","NH4","2001-01-12","1.0","mg/l",,,,"goedgekeurd"
"kalium","920","K","2001-01-12","3.3","mg/l",,,,"goedgekeurd"
"ijzer","879","Fe","2001-01-12","1600.0","ug/l",,,,"goedgekeurd"
"calcium","447","Ca","2001-01-12","94.0","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","2001-01-12","5.0","ug/l",,,"<","goedgekeurd"
"mangaan","1128","Mn","2001-01-12","140.0","ug/l",,,,"goedgekeurd"
"natrium","1262","Na","2001-01-12","25.0","mg/l",,,,"goedgekeurd"
"lood","1116","Pb","2001-01-12","5.0","ug/l",,,"<","goedgekeurd"
"stikstof Kjeldahl","4064","NKj","2001-01-12","1.1","mg/l",,,,"goedgekeurd"
"zink","1693","Zn","2001-01-12","10.0","ug/l",,,"<","goedgekeurd"
"Zuurgraad","1398","pH","2001-01-12","7.8","1",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","2001-01-12","0.27","mg/l",,,,"goedgekeurd"
"fosfaat","1334","PO4","2001-01-12","0.01","mg/l",,,"<","goedgekeurd"
"Geleidendheid","3548","GELDHD","2001-01-12","62.0","mS/m",,,,"goedgekeurd"
,,,,,,,,,
