"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000005148","IMBRO/A","2022-12-02T21:12:16+01:00","1937-02-17T10:00:00Z","onbekend","3",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"waterstofcarbonaat","374","HCO3","665.0","mg/l","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"natrium","1262","Na","1937-02-17","374.0","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","1937-02-17","241.0","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","1937-02-17","738.0","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1937-02-17","42.8","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1937-02-17","6.2","mg/l",,,,"goedgekeurd"
,,,,,,,,,
