"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000005157","IMBRO/A","2022-12-02T21:12:58+01:00","1937-02-18T10:00:00Z","onbekend","6",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"waterstofcarbonaat","374","HCO3","368.0","mg/l","onbeslist",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"chloride","508","Cl","1937-02-18","2404.0","mg/l",,,,"onbeslist"
"natrium","1262","Na","1937-02-18","1455.0","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1937-02-18","73.0","mg/l",,,,"onbeslist"
"calcium","447","Ca","1937-02-18","88.5","mg/l",,,,"onbeslist"
,,,,,,,,,
