"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000005140","IMBRO/A","2022-12-02T21:11:40+01:00","1937-02-17T10:00:00Z","onbekend","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"waterstofcarbonaat","374","HCO3","1420.0","mg/l","onbeslist",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"chloride","508","Cl","1937-02-17","924.0","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1937-02-17","835.0","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1937-02-17","41.4","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1937-02-17","72.5","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","1937-02-17","208.0","mg/l",,,,"goedgekeurd"
,,,,,,,,,
