"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000005150","IMBRO/A","2022-12-02T21:12:25+01:00","1937-02-18T10:00:00Z","onbekend","4",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"waterstofcarbonaat","374","HCO3","526.0","mg/l","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"calcium","447","Ca","1937-02-18","226.0","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1937-02-18","348.0","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1937-02-18","32.8","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","1937-02-18","729.0","mg/l",,,,"goedgekeurd"
,,,,,,,,,
