"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000004634","IMBRO/A","2022-12-02T19:53:52+01:00","1967-10-11T11:00:00+01:00","onbekend","2",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"waterstofcarbonaat","374","HCO3","132.0","mg/l","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"chloride","508","Cl","1967-10-11","11.0","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","1967-10-11","34.5","mg/l",,,,"goedgekeurd"
"fosfaat","1334","PO4","1967-10-11","0.1","mg/l",,,,"goedgekeurd"
"ammonium","289","NH4","1967-10-11","0.22","mg/l",,,,"goedgekeurd"
"ijzer","879","Fe","1967-10-11","900.0","ug/l",,,,"goedgekeurd"
"natrium","1262","Na","1967-10-11","12.0","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1967-10-11","0.0045","mg/l",,,"<","goedgekeurd"
"magnesium","1125","Mg","1967-10-11","2.0","mg/l",,,,"goedgekeurd"
"kalium","920","K","1967-10-11","9.0","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1967-10-11","6.6","mg/l",,,,"goedgekeurd"
,,,,,,,,,
