"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000052275","IMBRO/A","2025-04-10T13:19:20+02:00","1991-04-23T12:00:00+02:00","onbekend","2",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"natrium","1262","Na","1991-04-23","40.0","mg/l",,,,"goedgekeurd"
"kalium","920","K","1991-04-23","46.0","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","1991-04-23","49.0","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1991-04-23","41.0","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","1991-04-23","44.0","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1991-04-23","49.0","mg/l",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","1991-04-23","370.0","mg/l",,,,"goedgekeurd"
,,,,,,,,,
