"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000004719","IMBRO/A","2022-12-02T20:41:30+01:00","1958-11-19T11:00:00+01:00","onbekend","4",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"ijzer","879","Fe","1958-11-19","14900.0","ug/l",,,,"onbeslist"
"magnesium","1125","Mg","1958-11-19","25.7","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1958-11-19","322.0","mg/l",,,,"onbeslist"
"ammonium","289","NH4","1958-11-19","3.03","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","1958-11-19","201.6","mg/l",,,,"goedgekeurd"
,,,,,,,,,
