"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000004711","IMBRO/A","2022-12-02T20:41:01+01:00","1958-11-19T11:00:00+01:00","onbekend","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"calcium","447","Ca","1958-11-19","146.0","mg/l",,,,"goedgekeurd"
"ammonium","289","NH4","1958-11-19","2.87","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1958-11-19","283.0","mg/l",,,,"onbeslist"
"natrium","1262","Na","1958-11-19","2700.0","mg/l",,,,"goedgekeurd"
"ijzer","879","Fe","1958-11-19","7700.0","ug/l",,,,"goedgekeurd"
,,,,,,,,,
