"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000004714","IMBRO/A","2022-12-02T20:41:12+01:00","1958-11-19T11:00:00+01:00","onbekend","2",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"ijzer","879","Fe","1958-11-19","18900.0","ug/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1958-11-19","20.6","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1958-11-19","104.0","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","1958-11-19","197.3","mg/l",,,,"goedgekeurd"
"ammonium","289","NH4","1958-11-19","3.18","mg/l",,,,"goedgekeurd"
,,,,,,,,,
