"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000004716","IMBRO/A","2022-12-02T20:41:19+01:00","1958-11-19T11:00:00+01:00","onbekend","3",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"ammonium","289","NH4","1958-11-19","3.18","mg/l",,,,"goedgekeurd"
"ijzer","879","Fe","1958-11-19","16100.0","ug/l",,,,"onbeslist"
"calcium","447","Ca","1958-11-19","197.0","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1958-11-19","210.0","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1958-11-19","15.4","mg/l",,,,"goedgekeurd"
,,,,,,,,,
