"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000057503","IMBRO/A","2025-04-10T21:17:47+02:00","1990-03-20T11:00:00+01:00","onbekend","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"magnesium","1125","Mg","1990-03-20","17.0","mg/l",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","1990-03-20","66.0","mS/m",,,,"goedgekeurd"
"natrium","1262","Na","1990-03-20","363.0","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","1990-03-20","127.0","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","1990-03-20","140.0","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1990-03-20","30.0","mg/l",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","1990-03-20","583.0","mg/l",,,,"goedgekeurd"
"kalium","920","K","1990-03-20","12.0","mg/l",,,,"goedgekeurd"
,,,,,,,,,
