"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000033430","IMBRO/A","2023-01-13T19:41:41+01:00","1986-05-27T13:00:00+02:00","onderwaterpomp","3",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"chloride","508","Cl","1986-05-27","8.02","mg/l",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","1986-05-27","59.32","mS/m",,,,"goedgekeurd"
"Zuurgraad","1398","pH","1986-05-27","7.61","1",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","1986-05-27","389.0","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","1986-05-27","0.06","mg/l",,,"<","goedgekeurd"
"sulfaat","1508","SO4","1986-05-27","0.93","mg/l",,,,"goedgekeurd"
"kalium","920","K","1986-05-27","1.75","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1986-05-27","15.2","mg/l",,,,"goedgekeurd"
"ammonium","289","NH4","1986-05-27","0.1","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1986-05-27","5.21","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","1986-05-27","112.0","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","1986-05-27","1.45","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1986-05-27","0.3","mg/l",,,"<","goedgekeurd"
,,,,,,,,,
