"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000057645","IMBRO/A","2025-04-10T21:32:44+02:00","1993-11-22T11:00:00+01:00","onbekend","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"arseen","310","As","1993-11-22","25.0","ug/l",,,,"goedgekeurd"
"zink","1693","Zn","1993-11-22","50.0","ug/l",,,,"goedgekeurd"
"fosfaat","1334","PO4","1993-11-22","8.28","mg/l",,,,"goedgekeurd"
"lood","1116","Pb","1993-11-22","10.0","ug/l",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","1993-11-22","560.0","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1993-11-22","1780.0","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","1993-11-22","18000.0","mg/l",,,,"goedgekeurd"
"ammonium","289","NH4","1993-11-22","9.56","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1993-11-22","1600.0","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","1993-11-22","5700.0","ug/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1993-11-22","1100.0","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","1993-11-22","420.0","mg/l",,,,"goedgekeurd"
"kalium","920","K","1993-11-22","310.0","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1993-11-22","8830.0","mg/l",,,,"goedgekeurd"
"Zuurgraad","1398","pH","1993-11-22","6.4","1",,,,"onbeslist"
"Geleidendheid","3548","GELDHD","1993-11-22","3956.0","mS/m",,,,"goedgekeurd"
,,,,,,,,,
