"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000004194","IMBRO/A","2022-12-02T19:22:52+01:00","1966-03-01T11:00:00+01:00","onbekend","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"waterstofcarbonaat","374","HCO3","231.0","mg/l","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"magnesium","1125","Mg","1966-03-01","10.3","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1966-03-01","32.5","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1966-03-01","115.0","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","1966-03-01","106.4","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","1966-03-01","238.0","mg/l",,,,"goedgekeurd"
,,,,,,,,,
