"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000035686","IMBRO/A","2023-01-13T22:05:23+01:00","1986-05-16T13:00:00+02:00","onderwaterpomp","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"chloride","508","Cl","1986-05-16","130.0","mg/l",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","1986-05-16","119.77","mS/m",,,,"goedgekeurd"
"Zuurgraad","1398","pH","1986-05-16","7.55","1",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","1986-05-16","385.0","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","1986-05-16","0.06","mg/l",,,"<","goedgekeurd"
"sulfaat","1508","SO4","1986-05-16","118.0","mg/l",,,,"goedgekeurd"
"kalium","920","K","1986-05-16","2.38","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1986-05-16","9.46","mg/l",,,,"goedgekeurd"
"ammonium","289","NH4","1986-05-16","0.28","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1986-05-16","66.9","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","1986-05-16","179.0","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","1986-05-16","6.41","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1986-05-16","0.3","mg/l",,,"<","goedgekeurd"
,,,,,,,,,
